,Nb,Ta,W,YS 25C PRIOR,HV 25C PRIOR,HV 25C PRIOR*,YS T C PRIOR,HV T C PRIOR,YS T-273C PRIOR,HV T-273C PRIOR,YS 25-273C PRIOR,HV 25-273C PRIOR
144,0.05,0.85,0.1,199.9874925,211.1769631,243.9415705,18.76686172,155.7408571,30.42369712,159.306729,363.5135002,261.2002142
145,0.05,0.9,0.05,101.5248759,181.0568602,219.8454881,4.865047506,151.4882372,9.046968058,152.7675032,218.6761631,216.8939012
146,0.1,0.05,0.85,668.6758792,354.5505901,358.6404721,191.5729262,208.6029141,247.2755067,225.6425533,916.8905226,430.4804291
147,0.1,0.1,0.8,759.8790816,382.4500097,380.9600077,229.150566,220.0980624,292.7003296,239.5381859,1028.549469,464.6373413
148,0.1,0.15,0.75,819.1330853,400.5760432,395.4608346,253.1570744,227.441748,321.7480557,248.4239999,1101.902707,487.0763865
149,0.1,0.2,0.7,852.3454659,410.7358415,403.5886732,265.3369917,231.1676328,336.7295223,253.0068897,1144.484182,500.1022275
150,0.1,0.25,0.65,863.7460557,414.2233269,406.3786615,267.357654,231.7857614,339.6890047,253.912207,1161.463099,505.2961453
151,0.1,0.3,0.6,856.5881198,412.0336861,404.6269489,260.7800635,229.7736505,332.4560404,251.6996147,1156.673456,503.8309745
152,0.1,0.35,0.55,833.4996373,404.9708282,398.9766625,247.0672039,225.5788326,316.6955493,246.8784183,1133.109291,496.6226036
153,0.1,0.4,0.5,796.6805754,393.7077318,389.9661855,227.6009995,219.6240439,293.9489943,239.9201573,1093.191675,484.4116472
154,0.1,0.45,0.45,748.0231314,378.8232277,378.0585822,203.7003859,212.3127519,265.6680582,231.2689074,1038.922987,467.8106415
155,0.1,0.5,0.4,689.1895032,360.8257887,363.6606309,176.6386901,204.0344723,233.243409,221.3500792,971.9779042,447.3318765
156,0.1,0.55,0.35,621.6640445,340.1694844,347.1355875,147.6602724,195.16986,198.0310333,210.5784745,893.752722,423.4024846
157,0.1,0.6,0.3,546.7880556,317.2646239,328.8116991,117.9970711,186.0957697,161.3786904,199.3663782,805.3795039,396.3687684
158,0.1,0.65,0.25,465.7800212,292.4839465,308.9871572,88.88628169,177.1906643,124.6558625,188.1327203,707.6978431,366.4875629
159,0.1,0.7,0.2,379.7382905,266.1634416,287.9307533,61.59166865,168.8411345,89.29323567,177.3151532,601.1532183,333.8951417
160,0.1,0.75,0.15,289.6114338,238.5932805,265.8746244,37.43467503,161.4514148,56.84585715,167.389372,485.5256107,298.5242003
161,0.1,0.8,0.1,196.0853635,209.9832865,242.9866292,17.85398914,155.4616057,29.12259925,158.908718,359.1458905,259.8641451
162,0.1,0.85,0.05,99.18810906,180.342034,219.2736272,4.563940946,151.3961275,8.557690733,152.6178314,215.8450111,216.0278407
163,0.15,0.05,0.8,756.1735096,381.3164606,380.0531684,226.3626924,219.2452409,289.5736858,238.5817332,1025.435959,463.6849062
164,0.15,0.1,0.75,814.0734297,399.0282746,394.2226197,249.5941941,226.3518489,317.7369876,247.1969983,1097.304991,485.6699268
165,0.15,0.15,0.7,846.2237271,408.8631775,402.090542,261.1862803,229.8979138,332.0417522,251.5728823,1138.722867,498.3398185
166,0.15,0.2,0.65,856.8024176,412.0992406,404.6793925,262.7898248,230.3884444,334.5105281,252.3280906,1154.794794,503.2562844
167,0.15,0.25,0.6,849.03067,409.7218324,402.7774659,255.9527465,228.2969552,326.9570174,250.0174419,1149.31596,501.5802876
168,0.15,0.3,0.55,825.5157412,402.5285229,397.0228183,242.1274675,224.0677478,311.0343244,245.1466272,1125.255574,494.2201206
169,0.15,0.35,0.5,788.444231,391.1882016,387.9505613,222.6870639,218.1208516,288.2748528,238.184415,1085.018606,481.9114731
170,0.15,0.4,0.45,739.7002605,376.2772286,376.0217829,198.9426079,210.8573288,260.1230636,229.5726716,1030.597417,465.2638168
