,Fe,Ni,Cr,Composition,VEC mean,VEC_condition,EQ 1000C AL3TI_D022,EQ 1000C ALTI3_D019,EQ 1000C ALTI_L10,EQ 1000C BCC_B2,EQ 1000C BCC_B2#2,EQ 1000C BCT_A5,EQ 1000C C14_LAVES,EQ 1000C C15_LAVES,EQ 1000C C36_LAVES,EQ 1000C CBCC_A12,EQ 1000C CHI_A12,EQ 1000C CR3SI_A15,EQ 1000C CRNI2_OP6,EQ 1000C CRSI2_C40,EQ 1000C CU3SN_HT_GAMMA,EQ 1000C CU6SN5_HT,EQ 1000C CUB_A13,EQ 1000C CUTI_B11,EQ 1000C FCC_L12,EQ 1000C GAMMA_D83,EQ 1000C HCP_A3,EQ 1000C HEUSLER_L21,EQ 1000C LIQUID,EQ 1000C M5SI3_D88,EQ 1000C MNNI2,EQ 1000C MNNI_L10,EQ 1000C MOSI2_C11B,EQ 1000C MU_PHASE,EQ 1000C NI3TA_D0A,EQ 1000C NI3TI_D024,EQ 1000C NITI2,EQ 1000C NIZN_TP2,EQ 1000C SIGMA,EQ FCC SUM,EQ BCC SUM,EQ FCC/BCC SUM,EQ 1000C AL5FE4_D82,EQ 1000C ALCU_EPS_B82
325,0.04,0.96,0,Fe4Ni96,9.92,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,0,0
326,0.06,0.94,0,Fe6Ni94,9.88,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,0,0
327,0.08,0.92,0,Fe8Ni92,9.84,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,0,0
328,0.1,0.9,0,Fe10Ni90,9.8,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,0,0
329,0.12,0.88,0,Fe12Ni88,9.76,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,0,0
330,0.14,0.86,0,Fe14Ni86,9.72,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,0,0
331,0.16,0.84,0,Fe16Ni84,9.68,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,0,0
332,0.18,0.82,0,Fe18Ni82,9.64,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,0,0
333,0.2,0.8,0,Fe20Ni80,9.6,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,0,0
334,0.22,0.78,0,Fe22Ni78,9.56,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,0,0
335,0.24,0.76,0,Fe24Ni76,9.52,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,0,0
336,0.26,0.74,0,Fe26Ni74,9.48,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,0,0
337,0.28,0.72,0,Fe28Ni72,9.44,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,9.73E+19,9.73E+19,2.66E+20,0,0
338,0.3,0.7,0,Fe30Ni70,9.4,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,2.61E+19,2.61E+19,7.12E+19,0,0
339,0.32,0.68,0,Fe32Ni68,9.36,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,6.98E+18,6.98E+18,1.91E+19,0,0
340,0.34,0.66,0,Fe34Ni66,9.32,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.87E+18,1.87E+18,5.11E+18,0,0
341,0.36,0.64,0,Fe36Ni64,9.28,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,5.01E+17,5.01E+17,1.37E+18,0,0
342,0.38,0.62,0,Fe38Ni62,9.24,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.34E+17,1.34E+17,3.67E+17,0,0
343,0.4,0.6,0,Fe40Ni60,9.2,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,3.60E+16,3.60E+16,9.84E+16,0,0
344,0.424242424,0.575757576,0,Fe42Ni57,9.151515152,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,9.64759E+15,9.64759E+15,2.64E+16,0,0
345,0.44,0.56,0,Fe44Ni56,9.12,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,2.58506E+15,2.58506E+15,7.06253E+15,0,0
346,0.46,0.54,0,Fe46Ni54,9.08,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,6.92666E+14,6.92666E+14,1.8924E+15,0,0
347,0.48,0.52,0,Fe48Ni52,9.04,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.85599E+14,1.85599E+14,5.07067E+14,0,0
348,0.5,0.5,0,Fe50Ni50,9,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,4.97312E+13,4.97312E+13,1.35868E+14,0,0
349,0.52,0.48,0,Fe52Ni48,8.96,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1.33254E+13,1.33254E+13,3.64057E+13,0,0
350,0.54,0.46,0,Fe54Ni46,8.92,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,3.57054E+12,3.57054E+12,9.75489E+12,0,0
351,0.56,0.44,0,Fe56Ni44,8.88,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,9.56723E+11,9.56723E+11,2.61381E+12,0,0
352,0.575757576,0.424242424,0,Fe57Ni42,8.848484848,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,2.56353E+11,2.56353E+11,7.0037E+11,0,0
353,0.6,0.4,0,Fe60Ni40,8.8,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,68689595578,68689595558,1.87663E+11,0,0
354,0.62,0.38,0,Fe62Ni38,8.76,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,18405321670,18405321651,50284273907,0,0
355,0.64,0.36,0,Fe64Ni36,8.72,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,4931691084,4931691066,13473630585,0,0
356,0.66,0.34,0,Fe66Ni34,8.68,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1321442649,1321442632,3610248434,0,0
357,0.68,0.32,0,Fe68Ni32,8.64,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,354079496,354079480,967363152,0,0
358,0.7,0.3,0,Fe70Ni30,8.6,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,94875320,94875305,259204175,0,0
359,0.72,0.28,0,Fe72Ni28,8.56,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,25421770,25421756,69453549,0,0
360,0.74,0.26,0,Fe74Ni26,8.52,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,6811747,6811734,18610022,0,0
361,0.76,0.24,0,Fe76Ni24,8.48,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1825206,1825194,4986540,0,0
362,0.78,0.22,0,Fe78Ni22,8.44,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,489066,489055,1336139,0,0
363,0.8,0.2,0,Fe80Ni20,8.4,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,131048,131038,358017,0,0
364,0.82,0.18,0,Fe82Ni18,8.36,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,35117,35108,95930,0,0
365,0.84,0.16,0,Fe84Ni16,8.32,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,9412,9404,25704,0,0
366,0.86,0.14,0,Fe86Ni14,8.28,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,2524,2517,6887,0,0
367,0.88,0.12,0,Fe88Ni12,8.24,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,678,672,1845,0,0
368,0.9,0.1,0,Fe90Ni10,8.2,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,183,178,494,0,0
369,0.92,0.08,0,Fe92Ni8,8.16,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,50,46,132,0,0
370,0.94,0.06,0,Fe94Ni6,8.12,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,14,11,35,0,0
371,0.96,0.04,0,Fe96Ni4,8.08,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,4,2,9,0,0
372,0.98,0.02,0,Fe98Ni2,8.04,0,0,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0,0
373,0.04,0.06,0.9,Cr90Fe4Ni6,6.32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E+27,6.83E+27,1.87E+28,0,0
374,0.04,0.08,0.88,Cr88Fe4Ni8,6.4,1,0,0,0,0.957258761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042741239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E+27,2.65E+27,7.24E+27,0,0
375,0.04,0.1,0.86,Cr86Fe4Ni10,6.48,1,0,0,0,0.91214152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08785848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,0,0
376,0.04,0.12,0.84,Cr84Fe4Ni12,6.56,1,0,0,0,0.867352898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132647102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,0,0
377,0.04,0.14,0.82,Cr82Fe4Ni14,6.64,1,0,0,0,0.822862215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177137785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,0,0
378,0.04,0.16,0.8,Cr80Fe4Ni16,6.72,1,0,0,0,0.778642196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221357804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,0,0
379,0.04,0.18,0.78,Cr78Fe4Ni18,6.8,1,0,0,0,0.734668548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265331452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,0,0
380,0.04,0.2,0.76,Cr76Fe4Ni20,6.88,0.5,0,0,0,0.690919596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309080404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,0,0
381,0.04,0.22,0.74,Cr74Fe4Ni22,6.96,0.5,0,0,0,0.647375965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352624035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,0,0
382,0.04,0.24,0.72,Cr72Fe4Ni24,7.04,0.5,0,0,0,0.604020307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395979693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,0,0
383,0.04,0.26,0.7,Cr70Fe4Ni26,7.12,0.5,0,0,0,0.560837054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439162946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,0,0
384,0.04,0.28,0.68,Cr68Fe4Ni28,7.2,0.5,0,0,0,0.517812213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482187787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,0,0
385,0.04,0.3,0.66,Cr66Fe4Ni30,7.28,0.5,0,0,0,0.474933182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525066818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,0,0
386,0.04,0.32,0.64,Cr64Fe4Ni32,7.36,0.5,0,0,0,0.432188593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567811407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,0,0
387,0.04,0.34,0.62,Cr62Fe4Ni34,7.44,0.5,0,0,0,0.38956817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61043183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E+19,9.73E+19,2.66E+20,0,0
388,0.04,0.36,0.6,Cr60Fe4Ni36,7.52,0.5,0,0,0,0.347062606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652937394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E+19,2.61E+19,7.12E+19,0,0
389,0.04040404,0.383838384,0.575757576,Cr57Fe4Ni38,7.616161616,0.5,0,0,0,0.296118207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703881793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98E+18,6.98E+18,1.91E+19,0,0
390,0.04,0.4,0.56,Cr56Fe4Ni40,7.68,0.5,0,0,0,0.262363069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737636931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E+18,1.87E+18,5.11E+18,0,0
391,0.04,0.42,0.54,Cr54Fe4Ni42,7.76,0.5,0,0,0,0.220154445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779845555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E+17,5.01E+17,1.37E+18,0,0
392,0.04,0.44,0.52,Cr52Fe4Ni44,7.84,0.5,0,0,0,0.178031225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821968775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E+17,1.34E+17,3.67E+17,0,0
393,0.04,0.46,0.5,Cr50Fe4Ni46,7.92,0.5,0,0,0,0.135987597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864012403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E+16,3.60E+16,9.84E+16,0,0
394,0.04,0.48,0.48,Cr48Fe4Ni48,8,0,0,0,0,0.094018245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905981755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64759E+15,9.64759E+15,2.64E+16,0,0
395,0.04,0.5,0.46,Cr46Fe4Ni50,8.08,0,0,0,0,0.052118298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947881702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58506E+15,2.58506E+15,7.06253E+15,0,0
396,0.04,0.52,0.44,Cr44Fe4Ni52,8.16,0,0,0,0,0.010283288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989716712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92666E+14,6.92666E+14,1.8924E+15,0,0
397,0.04,0.54,0.42,Cr42Fe4Ni54,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85599E+14,1.85599E+14,5.07067E+14,0,0
398,0.04,0.56,0.4,Cr40Fe4Ni56,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97312E+13,4.97312E+13,1.35868E+14,0,0
399,0.04040404,0.575757576,0.383838384,Cr38Fe4Ni57,8.383838384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33254E+13,1.33254E+13,3.64057E+13,0,0
400,0.04,0.6,0.36,Cr36Fe4Ni60,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57054E+12,3.57054E+12,9.75489E+12,0,0
401,0.04,0.62,0.34,Cr34Fe4Ni62,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56723E+11,9.56723E+11,2.61381E+12,0,0
402,0.04,0.64,0.32,Cr32Fe4Ni64,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56353E+11,2.56353E+11,7.0037E+11,0,0
403,0.04,0.66,0.3,Cr30Fe4Ni66,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68689595578,68689595558,1.87663E+11,0,0
404,0.04,0.68,0.28,Cr28Fe4Ni68,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405321670,18405321651,50284273907,0,0
405,0.04,0.7,0.26,Cr26Fe4Ni70,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931691084,4931691066,13473630585,0,0
406,0.04,0.72,0.24,Cr24Fe4Ni72,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321442649,1321442632,3610248434,0,0
407,0.04,0.74,0.22,Cr22Fe4Ni74,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354079496,354079480,967363152,0,0
408,0.04,0.76,0.2,Cr20Fe4Ni76,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94875320,94875305,259204175,0,0
409,0.04,0.78,0.18,Cr18Fe4Ni78,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25421770,25421756,69453549,0,0
410,0.04,0.8,0.16,Cr16Fe4Ni80,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6811747,6811734,18610022,0,0
411,0.04,0.82,0.14,Cr14Fe4Ni82,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825206,1825194,4986540,0,0
412,0.04,0.84,0.12,Cr12Fe4Ni84,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489066,489055,1336139,0,0
413,0.04,0.86,0.1,Cr10Fe4Ni86,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131048,131038,358017,0,0
414,0.04,0.88,0.08,Cr8Fe4Ni88,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35117,35108,95930,0,0
415,0.04,0.9,0.06,Cr6Fe4Ni90,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9412,9404,25704,0,0
416,0.04,0.92,0.04,Cr4Fe4Ni92,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,2517,6887,0,0
417,0.04,0.94,0.02,Cr2Fe4Ni94,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,672,1845,0,0
418,0.06,0.02,0.92,Cr92Fe6Ni2,6.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,183,494,0,0
419,0.06,0.04,0.9,Cr90Fe6Ni4,6.28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,132,0,0
420,0.06,0.06,0.88,Cr88Fe6Ni6,6.36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,35,0,0
421,0.06,0.08,0.86,Cr86Fe6Ni8,6.44,1,0,0,0,0.962043888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037956112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075912223,3.924087777,9,0,0
422,0.06,0.1,0.84,Cr84Fe6Ni10,6.52,1,0,0,0,0.914311558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085688442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085688442,0.914311558,2,0,0
423,0.06,0.12,0.82,Cr82Fe6Ni12,6.6,1,0,0,0,0.867083653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132916347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E+27,6.83E+27,1.87E+28,0,0
424,0.06,0.14,0.8,Cr80Fe6Ni14,6.68,1,0,0,0,0.820315411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179684589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E+27,2.65E+27,7.24E+27,0,0
425,0.06,0.16,0.78,Cr78Fe6Ni16,6.76,1,0,0,0,0.773966638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226033362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,0,0
426,0.06,0.18,0.76,Cr76Fe6Ni18,6.84,1,0,0,0,0.728001208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271998792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,0,0
427,0.06,0.2,0.74,Cr74Fe6Ni20,6.92,0.5,0,0,0,0.682386617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317613383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,0,0
428,0.06,0.22,0.72,Cr72Fe6Ni22,7,0.5,0,0,0,0.637093592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362906408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,0,0
429,0.06,0.24,0.7,Cr70Fe6Ni24,7.08,0.5,0,0,0,0.592095735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407904265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,0,0
430,0.06,0.26,0.68,Cr68Fe6Ni26,7.16,0.5,0,0,0,0.547369216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452630784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,0,0
431,0.06,0.28,0.66,Cr66Fe6Ni28,7.24,0.5,0,0,0,0.502892492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497107508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,0,0
432,0.06,0.3,0.64,Cr64Fe6Ni30,7.32,0.5,0,0,0,0.458646063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541353937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,0,0
433,0.06,0.32,0.62,Cr62Fe6Ni32,7.4,0.5,0,0,0,0.414612257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585387743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,0,0
434,0.06,0.34,0.6,Cr60Fe6Ni34,7.48,0.5,0,0,0,0.370775035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629224965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,0,0
435,0.060606061,0.363636364,0.575757576,Cr57Fe6Ni36,7.575757576,0.5,0,0,0,0.318576441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681423559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,0,0
436,0.06,0.38,0.56,Cr56Fe6Ni38,7.64,0.5,0,0,0,0.283633349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716366651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,0,0
