,Fe,Ni,Cr,Composition,VEC mean,VEC_condition,EQ 1000C AL3TI_D022,EQ 1000C ALTI3_D019,EQ 1000C ALTI_L10,EQ 1000C BCC_B2,EQ 1000C BCC_B2#2,EQ 1000C BCT_A5,EQ 1000C C14_LAVES,EQ 1000C C15_LAVES,EQ 1000C C36_LAVES,EQ 1000C CBCC_A12,EQ 1000C CHI_A12,EQ 1000C CR3SI_A15,EQ 1000C CRNI2_OP6,EQ 1000C CRSI2_C40,EQ 1000C CU3SN_HT_GAMMA,EQ 1000C CU6SN5_HT,EQ 1000C CUB_A13,EQ 1000C CUTI_B11,EQ 1000C FCC_L12,EQ 1000C GAMMA_D83,EQ 1000C HCP_A3,EQ 1000C HEUSLER_L21,EQ 1000C LIQUID,EQ 1000C M5SI3_D88,EQ 1000C MNNI2,EQ 1000C MNNI_L10,EQ 1000C MOSI2_C11B,EQ 1000C MU_PHASE,EQ 1000C NI3TA_D0A,EQ 1000C NI3TI_D024,EQ 1000C NITI2,EQ 1000C NIZN_TP2,EQ 1000C SIGMA,EQ FCC SUM,EQ BCC SUM,EQ FCC/BCC SUM,EQ 1000C AL5FE4_D82,EQ 1000C ALCU_EPS_B82
0,0,0.02,0.98,Cr98Ni2,6.08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83E+27,1.83E+27,5.00E+27,,
1,0,0.04,0.96,Cr96Ni4,6.16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,,
2,0,0.06,0.94,Cr94Ni6,6.24,1,0,0,0,0.991260648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008739352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,,
3,0,0.08,0.92,Cr92Ni8,6.32,1,0,0,0,0.950813656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049186344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,,
4,0,0.1,0.9,Cr90Ni10,6.4,1,0,0,0,0.910366664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089633336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,,
5,0,0.12,0.88,Cr88Ni12,6.48,1,0,0,0,0.869919672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130080328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,,
6,0,0.14,0.86,Cr86Ni14,6.56,1,0,0,0,0.82947268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17052732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,,
7,0,0.16,0.84,Cr84Ni16,6.64,1,0,0,0,0.789025688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210974312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,,
8,0,0.18,0.82,Cr82Ni18,6.72,1,0,0,0,0.748578696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251421304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,,
9,0,0.2,0.8,Cr80Ni20,6.8,1,0,0,0,0.708131704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291868296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,,
10,0,0.22,0.78,Cr78Ni22,6.88,0.5,0,0,0,0.667684712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332315288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,,
11,0,0.24,0.76,Cr76Ni24,6.96,0.5,0,0,0,0.62723772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37276228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,,
12,0,0.26,0.74,Cr74Ni26,7.04,0.5,0,0,0,0.586790728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413209272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,,
13,0,0.28,0.72,Cr72Ni28,7.12,0.5,0,0,0,0.546343736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453656264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E+19,9.73E+19,2.66E+20,,
14,0,0.3,0.7,Cr70Ni30,7.2,0.5,0,0,0,0.505896744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494103256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E+19,2.61E+19,7.12E+19,,
15,0,0.32,0.68,Cr68Ni32,7.28,0.5,0,0,0,0.465449752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534550248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98E+18,6.98E+18,1.91E+19,,
16,0,0.34,0.66,Cr66Ni34,7.36,0.5,0,0,0,0.42500276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57499724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E+18,1.87E+18,5.11E+18,,
17,0,0.36,0.64,Cr64Ni36,7.44,0.5,0,0,0,0.384555768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615444232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E+17,5.01E+17,1.37E+18,,
18,0,0.38,0.62,Cr62Ni38,7.52,0.5,0,0,0,0.344108776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655891224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E+17,1.34E+17,3.67E+17,,
19,0,0.4,0.6,Cr60Ni40,7.6,0.5,0,0,0,0.303661784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696338216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E+16,3.60E+16,9.84E+16,,
20,0,0.424242424,0.575757576,Cr57Ni42,7.696969697,0.5,0,0,0,0.254635128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745364872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64759E+15,9.64759E+15,2.64E+16,,
21,0,0.44,0.56,Cr56Ni44,7.76,0.5,0,0,0,0.222767801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777232199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58506E+15,2.58506E+15,7.06253E+15,,
22,0,0.46,0.54,Cr54Ni46,7.84,0.5,0,0,0,0.182320809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817679191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92666E+14,6.92666E+14,1.8924E+15,,
23,0,0.48,0.52,Cr52Ni48,7.92,0.5,0,0,0,0.141873817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858126183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85599E+14,1.85599E+14,5.07067E+14,,
24,0,0.5,0.5,Cr50Ni50,8,0,0,0,0,0.101426825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898573175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97312E+13,4.97312E+13,1.35868E+14,,
25,0,0.52,0.48,Cr48Ni52,8.08,0,0,0,0,0.060979833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939020167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33254E+13,1.33254E+13,3.64057E+13,,
26,0,0.54,0.46,Cr46Ni54,8.16,0,0,0,0,0.020532841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979467159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57054E+12,3.57054E+12,9.75489E+12,,
27,0,0.56,0.44,Cr44Ni56,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56723E+11,9.56723E+11,2.61381E+12,,
28,0,0.575757576,0.424242424,Cr42Ni57,8.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56353E+11,2.56353E+11,7.0037E+11,,
29,0,0.6,0.4,Cr40Ni60,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68689595578,68689595558,1.87663E+11,,
30,0,0.62,0.38,Cr38Ni62,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405321670,18405321651,50284273907,,
31,0,0.64,0.36,Cr36Ni64,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931691084,4931691066,13473630585,,
32,0,0.66,0.34,Cr34Ni66,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321442649,1321442632,3610248434,,
33,0,0.68,0.32,Cr32Ni68,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354079496,354079480,967363152,,
34,0,0.7,0.3,Cr30Ni70,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94875320,94875305,259204175,,
35,0,0.72,0.28,Cr28Ni72,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25421770,25421756,69453549,,
36,0,0.74,0.26,Cr26Ni74,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6811747,6811734,18610022,,
37,0,0.76,0.24,Cr24Ni76,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825206,1825194,4986540,,
38,0,0.78,0.22,Cr22Ni78,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489066,489055,1336139,,
39,0,0.8,0.2,Cr20Ni80,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131048,131038,358017,,
40,0,0.82,0.18,Cr18Ni82,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35117,35108,95930,,
41,0,0.84,0.16,Cr16Ni84,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9412,9404,25704,,
42,0,0.86,0.14,Cr14Ni86,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,2517,6887,,
43,0,0.88,0.12,Cr12Ni88,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,672,1845,,
44,0,0.9,0.1,Cr10Ni90,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,178,494,,
45,0,0.92,0.08,Cr8Ni92,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,132,,
46,0,0.94,0.06,Cr6Ni94,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,35,,
47,0,0.96,0.04,Cr4Ni96,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,,
48,0,0.98,0.02,Cr2Ni98,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
49,0,0.02,0.98,Cr98Ni2,6.08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83E+27,1.83E+27,5.00E+27,,
50,0,0.04,0.96,Cr96Ni4,6.16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,,
51,0,0.06,0.94,Cr94Ni6,6.24,1,0,0,0,0.991260648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008739352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,,
52,0,0.08,0.92,Cr92Ni8,6.32,1,0,0,0,0.950813656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049186344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,,
53,0,0.1,0.9,Cr90Ni10,6.4,1,0,0,0,0.910366664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089633336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,,
54,0,0.12,0.88,Cr88Ni12,6.48,1,0,0,0,0.869919672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130080328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,,
55,0,0.14,0.86,Cr86Ni14,6.56,1,0,0,0,0.82947268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17052732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,,
56,0,0.16,0.84,Cr84Ni16,6.64,1,0,0,0,0.789025688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210974312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,,
57,0,0.18,0.82,Cr82Ni18,6.72,1,0,0,0,0.748578696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251421304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,,
58,0,0.2,0.8,Cr80Ni20,6.8,1,0,0,0,0.708131704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291868296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,,
59,0,0.22,0.78,Cr78Ni22,6.88,0.5,0,0,0,0.667684712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332315288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,,
60,0,0.24,0.76,Cr76Ni24,6.96,0.5,0,0,0,0.62723772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37276228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,,
61,0,0.26,0.74,Cr74Ni26,7.04,0.5,0,0,0,0.586790728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413209272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,,
62,0,0.28,0.72,Cr72Ni28,7.12,0.5,0,0,0,0.546343736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453656264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E+19,9.73E+19,2.66E+20,,
63,0,0.3,0.7,Cr70Ni30,7.2,0.5,0,0,0,0.505896744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494103256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E+19,2.61E+19,7.12E+19,,
64,0,0.32,0.68,Cr68Ni32,7.28,0.5,0,0,0,0.465449752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534550248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98E+18,6.98E+18,1.91E+19,,
65,0,0.34,0.66,Cr66Ni34,7.36,0.5,0,0,0,0.42500276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57499724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E+18,1.87E+18,5.11E+18,,
66,0,0.36,0.64,Cr64Ni36,7.44,0.5,0,0,0,0.384555768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615444232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E+17,5.01E+17,1.37E+18,,
67,0,0.38,0.62,Cr62Ni38,7.52,0.5,0,0,0,0.344108776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655891224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E+17,1.34E+17,3.67E+17,,
68,0,0.4,0.6,Cr60Ni40,7.6,0.5,0,0,0,0.303661784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696338216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E+16,3.60E+16,9.84E+16,,
69,0,0.424242424,0.575757576,Cr57Ni42,7.696969697,0.5,0,0,0,0.254635128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745364872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64759E+15,9.64759E+15,2.64E+16,,
70,0,0.44,0.56,Cr56Ni44,7.76,0.5,0,0,0,0.222767801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777232199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58506E+15,2.58506E+15,7.06253E+15,,
71,0,0.46,0.54,Cr54Ni46,7.84,0.5,0,0,0,0.182320809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817679191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92666E+14,6.92666E+14,1.8924E+15,,
72,0,0.48,0.52,Cr52Ni48,7.92,0.5,0,0,0,0.141873817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858126183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85599E+14,1.85599E+14,5.07067E+14,,
73,0,0.5,0.5,Cr50Ni50,8,0,0,0,0,0.101426825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898573175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97312E+13,4.97312E+13,1.35868E+14,,
74,0,0.52,0.48,Cr48Ni52,8.08,0,0,0,0,0.060979833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939020167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33254E+13,1.33254E+13,3.64057E+13,,
75,0,0.54,0.46,Cr46Ni54,8.16,0,0,0,0,0.020532841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979467159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57054E+12,3.57054E+12,9.75489E+12,,
76,0,0.56,0.44,Cr44Ni56,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56723E+11,9.56723E+11,2.61381E+12,,
77,0,0.575757576,0.424242424,Cr42Ni57,8.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56353E+11,2.56353E+11,7.0037E+11,,
78,0,0.6,0.4,Cr40Ni60,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68689595578,68689595558,1.87663E+11,,
79,0,0.62,0.38,Cr38Ni62,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405321670,18405321651,50284273907,,
80,0,0.64,0.36,Cr36Ni64,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931691084,4931691066,13473630585,,
81,0,0.66,0.34,Cr34Ni66,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321442649,1321442632,3610248434,,
82,0,0.68,0.32,Cr32Ni68,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354079496,354079480,967363152,,
83,0,0.7,0.3,Cr30Ni70,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94875320,94875305,259204175,,
84,0,0.72,0.28,Cr28Ni72,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25421770,25421756,69453549,,
85,0,0.74,0.26,Cr26Ni74,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6811747,6811734,18610022,,
86,0,0.76,0.24,Cr24Ni76,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825206,1825194,4986540,,
87,0,0.78,0.22,Cr22Ni78,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489066,489055,1336139,,
88,0,0.8,0.2,Cr20Ni80,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131048,131038,358017,,
89,0,0.82,0.18,Cr18Ni82,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35117,35108,95930,,
90,0,0.84,0.16,Cr16Ni84,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9412,9404,25704,,
91,0,0.86,0.14,Cr14Ni86,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,2517,6887,,
92,0,0.88,0.12,Cr12Ni88,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,672,1845,,
93,0,0.9,0.1,Cr10Ni90,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,178,494,,
94,0,0.92,0.08,Cr8Ni92,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,132,,
95,0,0.94,0.06,Cr6Ni94,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,35,,
96,0,0.96,0.04,Cr4Ni96,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,,
97,0,0.98,0.02,Cr2Ni98,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
98,0.56,0.12,0.32,Cr32Fe56Ni12,7.6,0.5,0,0,0,0.442249525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557750475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E+27,6.83E+27,1.87E+28,0,0
99,0.56,0.14,0.3,Cr30Fe56Ni14,7.68,0.5,0,0,0,0.267705722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732294278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E+27,2.65E+27,7.24E+27,0,0
100,0.56,0.16,0.28,Cr28Fe56Ni16,7.76,0.5,0,0,0,0.106081281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893918719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,0,0
101,0.56,0.18,0.26,Cr26Fe56Ni18,7.84,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,0,0
102,0.56,0.2,0.24,Cr24Fe56Ni20,7.92,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,0,0
103,0.56,0.22,0.22,Cr22Fe56Ni22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,0,0
104,0.56,0.24,0.2,Cr20Fe56Ni24,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,0,0
105,0.56,0.26,0.18,Cr18Fe56Ni26,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,0,0
106,0.56,0.28,0.16,Cr16Fe56Ni28,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,0,0
107,0.56,0.3,0.14,Cr14Fe56Ni30,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,0,0
108,0.56,0.32,0.12,Cr12Fe56Ni32,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,0,0
109,0.56,0.34,0.1,Cr10Fe56Ni34,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,0,0
110,0.56,0.36,0.08,Cr8Fe56Ni36,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,0,0
111,0.56,0.38,0.06,Cr6Fe56Ni38,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,0,0
112,0.56,0.4,0.04,Cr4Fe56Ni40,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E+19,9.73E+19,2.66E+20,0,0
